Page URL,Image URL,File Size (KB),Dimensions,Format,Alt Text,Alt Text Quality Score,Decorative,Is Responsive,Loading Attribute,JS Lazy Pattern,Double Lazy,Compression Level,Optimization Score,Recommendations
https://www.leica-microsystems.com/,/fileadmin/_processed_/8/1/csm_Ivesta3-Greenough-Stereo-Microscopes-Teaser32_f58fb3b7e1.jpg,0,200x100,jpg,Ivesta 3 Greenough Stereo Microscopes,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/7/0/csm_Aivia-Billboard_7ef8037db2.jpg,0,200x100,jpg,,0.00,No,No,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/b/3/csm_lms-sustainability_environmental-stewardship_370a6bc51d.jpg,0,200x100,jpg,Environmental stewardship: Plant growing,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/7/d/csm_lms-shop-teaser-var01_6e087c7a19.png,0,200x100,png,Introducing Online Shopping,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/d/0/csm_dmi8-inverted-microscope-stage-V1_1473676409.jpg,0,200x100,jpg,,0.00,No,No,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/4/f/csm_MyVeo-Key-Visual-Teaser_3abf8e0099.jpg,0,200x100,jpg,Look beyond - MyVeo Headset,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/8/1/csm_Ivesta3-Greenough-Stereo-Microscopes-Teaser32_f58fb3b7e1.jpg,0,200x100,jpg,Ivesta 3 Greenough Stereo Microscopes,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/7/0/csm_Aivia-Billboard_7ef8037db2.jpg,0,200x100,jpg,,0.00,No,No,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/b/3/csm_lms-sustainability_environmental-stewardship_370a6bc51d.jpg,0,200x100,jpg,Environmental stewardship: Plant growing,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/7/d/csm_lms-shop-teaser-var01_6e087c7a19.png,0,200x100,png,Introducing Online Shopping,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/d/0/csm_dmi8-inverted-microscope-stage-V1_1473676409.jpg,0,200x100,jpg,,0.00,No,No,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/9/3/csm_Banner-Researcher-Insights_1920x1080px-2_dc10b826b5.jpg,0,740x416,jpg,,0.00,No,Yes,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/0/0/csm_life-science-DMi8-Stellaris-person-in-front_5763cc22de.jpg,0,740x416,jpg,Leica Microsystems Life Science Product,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/f/f/csm_3D_heads-up_ophthalmic_surgery_with_Leica_Proveo-8x_d1d67faa26.jpg,0,740x416,jpg,"Proveo 8x 3D digital microscope used in ophthalmic surgery, illustrating heads‑up visualization and clinical collaboration.",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/9/9/csm_3D_rendering_of_a_mouse_beta_cell_e4e9df330c.jpg,0,740x416,jpg,"3D rendering of a mouse beta cell with mitochondria (blue), insulin SGs (orange), microtubules (red), nucleus (yellow), and plasma membrane (transparent).",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/1/e/csm_Claudia-Mayrhofer-ZFEGraz_bd9611d344.jpg,0,740x416,jpg,Claudia Mayrhofer ZFE Graz,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/5/6/csm_Glass_having_numerous_inclusions_imaged_with_polarization_contrast_49a1409005.jpg,0,740x416,jpg,Image of glass with primary corundum having numerous inclusions. It was taken with a microscope using polarization contrast.,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/4/c/csm_OCSS_Webinar-Teaser_Image_9f9605a122.jpg,0,740x416,jpg,OCSS Cataract Surgery Symposium ,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/7/5/csm_LMD_ionizer_befor_after_cut_e40838c871.jpg,0,740x416,jpg,LMD ionizer before & after cut.,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/2/d/csm_Awareness_Ribbons_Cancer_Research_ebook_bc9edfe453.jpg,0,740x416,jpg,,0.00,No,Yes,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/d/7/csm_Fluorescent_Dyes_an_overview_teaser_0683632b35.jpg,0,740x416,jpg,"Mouse fibroblasts where F-actin is labelled with FITC (green), tubulin with Cy5 (red), and nuclei with DAPI (blue). Image courtesy of Dr. Günter Giese, Max Planck Institute for Medical Research, Heidelberg, Germany.",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/9/3/csm_Banner-Researcher-Insights_1920x1080px-2_dc10b826b5.jpg,0,740x416,jpg,,0.00,No,Yes,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/0/0/csm_life-science-DMi8-Stellaris-person-in-front_5763cc22de.jpg,0,740x416,jpg,Leica Microsystems Life Science Product,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/f/f/csm_3D_heads-up_ophthalmic_surgery_with_Leica_Proveo-8x_d1d67faa26.jpg,0,740x416,jpg,"Proveo 8x 3D digital microscope used in ophthalmic surgery, illustrating heads‑up visualization and clinical collaboration.",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/6/c/csm_Lab-Environment-petridishes-MR_22ee1ce1ab.jpg,0,1920x1080,jpg,Petri dishes lab environment,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/0/0/csm_GUN_7739_03_7523094f2b.jpg,0,740x416,jpg,"The economic delegation in a group photo with Chinese Premier Li Qiang and German Chancellor Friedrich Merz in Beijing. © Presse- und Informationsamt der Bundesregierung, photo: Guido Bergmann",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/d/7/csm_Diamont-Dent-Leica_partnership_b4d877a8f2.jpg,0,740x416,jpg,Diamond Dent Trading Co is new partner in Saudi Arabia,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/e/a/csm_Spatial-Reagents-AttoAuriga_a619b8b4e7.png,0,740x416,png,Spatial Reagents AttoAuriga,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/7/1/csm_Marina_intestine_Organoid_2c_9_Bar50_5d98dcae9d.jpg,0,740x416,jpg,,0.00,No,Yes,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/_processed_/6/a/csm_BVI-AuthorizedPartner_Leica-Microsystems_265f70f22b.jpg,0,740x416,jpg,Leica Microsystems appoints BVI Iberia as Authorized Partner for Ophthalmic Surgery Microscopy Solutions in Portugal,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/0/0/csm_GUN_7739_03_7523094f2b.jpg,0,740x416,jpg,"The economic delegation in a group photo with Chinese Premier Li Qiang and German Chancellor Friedrich Merz in Beijing. © Presse- und Informationsamt der Bundesregierung, photo: Guido Bergmann",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/d/7/csm_Diamont-Dent-Leica_partnership_b4d877a8f2.jpg,0,740x416,jpg,Diamond Dent Trading Co is new partner in Saudi Arabia,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/e/a/csm_Spatial-Reagents-AttoAuriga_a619b8b4e7.png,0,740x416,png,Spatial Reagents AttoAuriga,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/fileadmin/_processed_/7/1/csm_Marina_intestine_Organoid_2c_9_Bar50_5d98dcae9d.jpg,0,740x416,jpg,,0.00,No,Yes,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/,/fileadmin/user_upload/teaser-atto-tec.jpg,0,370x210,jpg,Teaser ATTO-TEC consumables,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Danaher_v_tm_rgb_gs_rev.png,0,240x312,png,Danaher Logo,60.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/beckman-coulter-life-sciences-m-1c.svg,0,96x57,svg,Beckman Coulter Logo,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/Genedata_Logo-1c.svg,0,96x30,svg,IDBS Logo,45.00,No,No,lazy,No,No,High,100.00,Improve alt text description
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/IDBS.svg,0,96x30,svg,IDBS Logo,45.00,No,No,lazy,No,No,High,100.00,Improve alt text description
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/abcam-1c.svg,0,96x30,svg,Abcam Limited Logo,90.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/MOLEDEV.svg,0,96x30,svg,Molecular Devices Logo,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/PHENOMENEX.svg,0,96x30,svg,Phenomenex Logo,75.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/SCIEX.svg,0,96x30,svg,Sciex Logo,50.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/aldevron-logo.svg,0,96x31,svg,Aldevron Logo,65.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/IDT-integrated-dna-technologies-1c.svg,0,96x31,svg,IDT Logo,40.00,No,No,lazy,No,No,High,100.00,Improve alt text description
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/lms-leica-microsystems-logo.svg,0,160x32,svg,Leica Microsystems Logo,100.00,No,No,none,No,No,High,90.00,"Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/5/e/csm_lms-home-medical-microscopy-flx_b6c7ac61dc.jpg,0,800x260,jpg,,0.00,No,No,none,No,No,High,60.00,"Add alt text; Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/b/5/csm_lms-home-life-science-flx_d03fd449e4.jpg,0,800x260,jpg,,0.00,No,No,none,No,No,High,60.00,"Add alt text; Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/8/4/csm_lms-home-industry-flx_fd78aea1e6.jpg,0,800x260,jpg,,0.00,No,No,none,No,No,High,60.00,"Add alt text; Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/2/0/csm_210722-lms-sl-header_131bca2175.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/content_excellence/science_lab/bg-images-key-facts/lms-sl-slider-bg-01.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/content_excellence/science_lab/bg-images-key-facts/lms-sl-slider-bg-02.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/content_excellence/science_lab/bg-images-key-facts/lms-sl-slider-bg-03.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/content_excellence/science_lab/bg-images-key-facts/lms-sl-slider-bg-01.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/5/e/csm_lms-home-medical-microscopy-flx_516501b7c9.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/b/5/csm_lms-home-life-science-flx_c39ce6ba68.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/8/4/csm_lms-home-industry-flx_c15975a3e9.jpg,0,?x?,jpg,,0.00,No,No,lazy,No,No,High,55.00,Add alt text; Add width and height attributes
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/9/9/csm_Donor_and_acceptor_molecule_which_participate_in_FRET_8ae2ab4a65.jpg,0,740x416,jpg,Ribbon diagram of a donor (D) and acceptor (A) molecule which participate in FRET (Förster resonance energy transfer).,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/f/f/csm_3D_heads-up_ophthalmic_surgery_with_Leica_Proveo-8x_d1d67faa26.jpg,0,740x416,jpg,"Proveo 8x 3D digital microscope used in ophthalmic surgery, illustrating heads‑up visualization and clinical collaboration.",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/9/9/csm_3D_rendering_of_a_mouse_beta_cell_e4e9df330c.jpg,0,740x416,jpg,"3D rendering of a mouse beta cell with mitochondria (blue), insulin SGs (orange), microtubules (red), nucleus (yellow), and plasma membrane (transparent).",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/1/e/csm_Claudia-Mayrhofer-ZFEGraz_bd9611d344.jpg,0,740x416,jpg,Claudia Mayrhofer ZFE Graz,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/5/6/csm_Glass_having_numerous_inclusions_imaged_with_polarization_contrast_49a1409005.jpg,0,740x416,jpg,Image of glass with primary corundum having numerous inclusions. It was taken with a microscope using polarization contrast.,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/4/c/csm_OCSS_Webinar-Teaser_Image_9f9605a122.jpg,0,740x416,jpg,OCSS Cataract Surgery Symposium ,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/7/5/csm_LMD_ionizer_befor_after_cut_e40838c871.jpg,0,740x416,jpg,LMD ionizer before & after cut.,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/2/d/csm_Awareness_Ribbons_Cancer_Research_ebook_bc9edfe453.jpg,0,740x416,jpg,,0.00,No,Yes,lazy,No,No,High,70.00,Add alt text
https://www.leica-microsystems.com/science-lab/,/fileadmin/_processed_/d/7/csm_Fluorescent_Dyes_an_overview_teaser_0683632b35.jpg,0,740x416,jpg,"Mouse fibroblasts where F-actin is labelled with FITC (green), tubulin with Cy5 (red), and nuclei with DAPI (blue). Image courtesy of Dr. Günter Giese, Max Planck Institute for Medical Research, Heidelberg, Germany.",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Danaher_v_tm_rgb_gs_rev.png,0,240x312,png,Danaher Logo,60.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/beckman-coulter-life-sciences-m-1c.svg,0,96x57,svg,Beckman Coulter Logo,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/Genedata_Logo-1c.svg,0,96x30,svg,IDBS Logo,45.00,No,No,lazy,No,No,High,100.00,Improve alt text description
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/IDBS.svg,0,96x30,svg,IDBS Logo,45.00,No,No,lazy,No,No,High,100.00,Improve alt text description
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/abcam-1c.svg,0,96x30,svg,Abcam Limited Logo,90.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/MOLEDEV.svg,0,96x30,svg,Molecular Devices Logo,100.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/PHENOMENEX.svg,0,96x30,svg,Phenomenex Logo,75.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/SCIEX.svg,0,96x30,svg,Sciex Logo,50.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/aldevron-logo.svg,0,96x31,svg,Aldevron Logo,65.00,No,No,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/Footer/IDT-integrated-dna-technologies-1c.svg,0,96x31,svg,IDT Logo,40.00,No,No,lazy,No,No,High,100.00,Improve alt text description
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/_assets/928034e7efd7eb89f584f5d2807f9f72/Images/lms-leica-microsystems-logo.svg,0,160x32,svg,Leica Microsystems Logo,100.00,No,No,none,No,No,High,90.00,"Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/5/e/csm_lms-home-medical-microscopy-flx_b6c7ac61dc.jpg,0,800x260,jpg,,0.00,No,No,none,No,No,High,60.00,"Add alt text; Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/b/5/csm_lms-home-life-science-flx_d03fd449e4.jpg,0,800x260,jpg,,0.00,No,No,none,No,No,High,60.00,"Add alt text; Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/8/4/csm_lms-home-industry-flx_fd78aea1e6.jpg,0,800x260,jpg,,0.00,No,No,none,No,No,High,60.00,"Add alt text; Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/4/9/csm_Spherulitic_crystals_of_hippuric_acid_with_crossed_polarizers_afc4f77632.jpg,0,1920x1276,jpg,"Spherulitic crystals of hippuric acid, a carboxylic acid found in urine, imaged with crossed polarizers showing so-called Maltese crosses. Spherulitic structures are formed by radial crystal growth starting from a central crystal nucleus. Image recorded with a DM4 P microscope using transmitted light, 20x Plan Fluotar objective, and polarizers.",100.00,No,Yes,eager,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/4/9/csm_Spherulitic_crystals_of_hippuric_acid_with_crossed_polarizers_86b17080ca.jpg,0,1054x701,jpg,"Spherulitic crystals of hippuric acid, a carboxylic acid found in urine, imaged with crossed polarizers showing so-called Maltese crosses. Spherulitic structures are formed by radial crystal growth starting from a central crystal nucleus. Image recorded with a DM4 P microscope using transmitted light, 20x Plan Fluotar objective, and polarizers. Spherulitic_crystals_of_hippuric_acid_with_crossed_polarizers.jpg",100.00,No,No,none,No,No,High,75.00,"Implement responsive images with srcset; Add loading attribute (lazy for below-fold, eager for above-fold)"
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/a/f/csm_Leica_Polarization-Microscopes_list_9ade0bdc5f.jpg,0,1920x1080,jpg,Leica Polarization Microscopes Family,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/f/0/csm_Leica-VisoriaP-Polarization-Microscope_98c4792de7.jpg,0,1920x1080,jpg,Polarization Microscope Visoria P,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/8/2/csm_Radially_grown_sugar_crystals_imaged_with_circular_polarized_light_e70afb5483.jpg,0,900x598,jpg,Radially grown sugar crystals which have been imaged with a Leica microscope using circular polarized light.,100.00,No,No,lazy,No,No,High,85.00,Implement responsive images with srcset
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/c/6/csm_Application_1573_9ec4ad487b.jpg,0,740x416,jpg,"Leitz Laborlux: Tartaric acids, polarization contrast",100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/9/d/csm_Leica_DVM6_M_Earth_Science_basalt_crossed-pol_e0a45f3d76.jpeg,0,740x416,jpeg,Basalt imaged with crossed polarizers,100.00,No,Yes,lazy,No,No,High,100.00,
https://www.leica-microsystems.com/science-lab/industrial/a-guide-to-polarized-light-microscopy/,/fileadmin/_processed_/c/4/csm_Comfort-position_Visoria-P_6baa584ec9.jpg,0,900x600,jpg,Polarization Microscope Visoria P,100.00,No,No,lazy,No,No,High,85.00,Implement responsive images with srcset
